Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes,totalSeasons,Ratings.Internet Movie Database,Ratings.Rotten Tomatoes,Ratings.Metacritic
"Josh Bowman, Neil Maskell, William Houston, Kulvinder Ghir",,,UK,,Adam Randall,,"Action, Thriller",English,40,"MATT and ANNA are a young couple living in London. Anna is starting her career and knows what she wants, whilst Matt is still struggling to find his purpose in life. On the surface they are happy but tensions are beginning to mount. Then one morning masked thugs break into the flat and kidnap Anna before assaulting Matt, locking him into a mysterious vest and leaving him a mobile phone. Matt is told the vest contains a package which he must deliver by following instructions issued to him via the mobile phone. If he fails, tries to seek help, or deviates from their instructions, they will kill Anna. Over the course of one day Matt has to make his way across London in a desperate bid to save his girlfriend as a host of characters attempt to derail him from his mission.",https://m.media-amazon.com/images/M/MV5BNDk5NTgyMTc3OF5BMl5BanBnXkFtZTgwOTAxNTU1OTE@._V1_SX300.jpg,Fulwell 73 Productions,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",26-Aug-16,TRUE,84 min,Level Up,movie,http://levelupthemovie.com,"Andrew Orr (based on an idea by), Adam Randall, Gary Young",2016,tt4447108,4.4,"1,097",,0.44,0.44,0.4
"Matthew McConaughey, Ryoko Seta, Sienna Tow, Naoko Marshall",2 nominations.,"$20,083 ",USA,1-Nov-16,Gus Van Sant,,Drama,"English, Japanese",23,"Arthur Brennan treks into Aokigahara, known as The Sea of Trees, a mysterious dense forest at the base of Japan's Mount Fuji where people go to commit suicide. On his journey to the suicide forest, he encounters Takumi Nakamura, a Japanese man who has lost his way after attempting suicide. The two men begin a journey of reflection and survival, which affirms Arthur's will to live and reconnects him to his love for his wife.",https://m.media-amazon.com/images/M/MV5BNDMyMTY0ODg2MV5BMl5BanBnXkFtZTgwNzI3OTY2OTE@._V1_SX300.jpg,Waypoint Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",26-Aug-16,TRUE,110 min,The Sea of Trees,movie,,Chris Sparling,2015,tt3450900,6,"10,037",,0.6,0.13,0.23
"Tika Sumpter, Parker Sawyers, Vanessa Bell Calloway, Phillip Edward Van Lear",1 win & 12 nominations.,"$6,303,853 ",USA,13-Dec-16,Richard Tanne,,"Biography, Drama, History",English,74,"The film chronicles the summer 1989 afternoon when the future President of the United States, Barack Obama, wooed his future First Lady, Michelle Obama, on a first date across Chicago's South Side.",https://m.media-amazon.com/images/M/MV5BMjI3MTQ3NzE5NV5BMl5BanBnXkFtZTgwMjgzOTMxOTE@._V1_SX300.jpg,Miramax and Roadside Attractions,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",26-Aug-16,TRUE,84 min,Southside with You,movie,http://www.southsidewithyou.com,Richard Tanne,2016,tt4258698,6.4,"7,168",,0.64,0.92,0.74
"Steven C. Bovio, Christine Chubbuck, Stephanie Coatney, Michael Ray Davis",5 wins & 9 nominations.,,USA,,Robert Greene,,"Documentary, Biography, Drama",English,75,"Actress Kate Lyn Sheil prepares to portray the role of Christine Chubbuck, a real-life news reporter who took her own life on national television in 1974.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyOTY4NjE1MF5BMl5BanBnXkFtZTgwMjU1NTA1OTE@._V1_SX300.jpg,4th Row Films,,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",14-Oct-16,TRUE,112 min,Kate Plays Christine,movie,,Robert Greene,2016,tt5278592,6.3,698,,0.63,0.82,0.75
"Anthony LaPaglia, Eric Stoltz, Caroleen Feeney, Robert Vaughn",5 wins & 1 nomination.,,USA,4-Apr-06,Mike Bencivenga,,"Comedy, Drama",English,40,"Set in present day New York City, ""Happy Hour"" is a literate and often funny story of love and how to receive it. Tulley, a once-promising literary star now biding his time as an advertising copy editor, moves from cynicism to acceptance as he secretly hopes to write a great novel only to learn that his life of booze will end all too soon. Levine, his best friend and Natalie, the woman who might have saved him, suffer the pain of Tulley's anger and rejection.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2NjU2MzQ1M15BMl5BanBnXkFtZTcwNjIyMTcyMQ@@._V1_SX300.jpg,Lantern Lane Entertainment,,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",10-Apr-03,TRUE,93 min,Happy Hour,movie,http://www.happyhourthemovie.com,"Mike Bencivenga, Richard Levine (screenplay), Richard Levine (story)",2003,tt0282543,6.7,337,,0.67,0.38,0.4
"Joe Seo, Youn Ho Cho, Haerry Kim, Topher Park",6 wins & 5 nominations.,"$38,578 ",USA,,Andrew Ahn,,Drama,"Korean, English, Spanish",76,"Los Angeles' Korean spas serve as meeting place and bridge between past and future for generations of immigrant families; Spa Night explores one Korean-American family's dreams and realities as each struggles with the overlap of personal desire, disillusionment, and sense of tradition.",https://ia.media-imdb.com/images/M/MV5BMTY1Njk0MjA2N15BMl5BanBnXkFtZTgwNTY3Mzc1OTE@._V1_SX300.jpg,Nonetheless Productions,UNRATED,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",2-Nov-17,TRUE,93 min,Spa Night,movie,,Andrew Ahn,2016,tt5254640,5.8,823,,0.58,0.95,0.76
"Daniel Radcliffe, Toni Collette, Tracy Letts, Sam Trammell",,,USA,1-Nov-16,Daniel Ragussis,,"Crime, Drama, Thriller",English,68,Idealistic FBI agent Nate Foster goes undercover to take down a radical white supremacy terrorist group. The up-and-coming analyst must confront the challenge of sticking to a new identity while maintaining his real principles as he navigates the dangerous underworld of white supremacy.,https://m.media-amazon.com/images/M/MV5BMTk5MzY4MDkwOV5BMl5BanBnXkFtZTgwMzY4MzczOTE@._V1_SX300.jpg,Tycor International Film Company,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",19-Aug-16,TRUE,109 min,Imperium,movie,,"Michael German (story), Daniel Ragussis (screenplay)",2016,tt4781612,6.5,"35,496",,0.65,0.83,0.68
"María Mercedes Coroy, María Telón, Manuel Antún, Justo Lorenzo",21 wins & 20 nominations.,"$292,923 ","Guatemala, France",17-Jan-17,Jayro Bustamante,,Drama,"Maya, Spanish",83,"María, a seventeen-year-old Mayan (Kaqchikel) girl, lives on the slopes of an active volcano in Guatemala. An arranged marriage awaits her, but her suitor must first spend months working in the city. It is a world María knows nothing of, but is forced to grapple with when problems arise.",https://m.media-amazon.com/images/M/MV5BMTUyMjUwMDk2NV5BMl5BanBnXkFtZTgwMzU4NTUzOTE@._V1_SX300.jpg,La Casa de Production,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '100%'}, {'Source': 'Metacritic', 'Value': '83/100'}]",25-Nov-15,TRUE,93 min,Ixcanul,movie,,Jayro Bustamante,2015,tt4135844,7.2,"2,069",,0.72,1,0.83
"Art Parkinson, Charlize Theron, Ralph Fiennes, Brenda Vaccaro",Nominated for 2 Oscars. Another 33 wins & 60 nominations.,"$48,019,281 ",USA,22-Nov-16,Travis Knight,,"Animation, Action, Adventure",English,84,"Kubo lives a quiet, normal life in a small shoreside village until a spirit from the past turns his life upside down by re-igniting an age-old vendetta. This causes all sorts of havoc as gods and monsters chase Kubo who, in order to survive, must locate a magical suit of armor once worn by his late father, a legendary Samurai warrior.",https://m.media-amazon.com/images/M/MV5BMjA2Mzg2NDMzNl5BMl5BanBnXkFtZTgwMjcwODUzOTE@._V1_SX300.jpg,Focus Features,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '97%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",19-Aug-16,TRUE,101 min,Kubo and the Two Strings,movie,http://www.kubothemovie.com/,"Marc Haimes (screenplay by), Chris Butler (screenplay by), Shannon Tindle (story by), Marc Haimes (story by)",2016,tt4302938,7.8,"96,237",,0.78,0.97,0.84
"Miles Teller, Steve Lantz, Gregg Weiner, David Packouz",Nominated for 1 Golden Globe. Another 2 nominations.,"$43,017,433 ","USA, Cambodia",22-Nov-16,Todd Phillips,,"Comedy, Crime, Drama","English, Arabic, Albanian, Romanian",57,"Two friends in their early 20s (Hill and Teller) living in Miami Beach during the Iraq War exploit a little-known government initiative that allows small businesses to bid on U.S. Military contracts. Starting small, they begin raking in big money and are living the high life. But the pair gets in over their heads when they land a 300 million dollar deal to arm the Afghan Military - a deal that puts them in business with some very shady people, not the least of which turns out to be the U.S. Government. Based on true events.",https://m.media-amazon.com/images/M/MV5BMjEyNzQ0NzM4MV5BMl5BanBnXkFtZTgwMDI0ODM2OTE@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",19-Aug-16,TRUE,114 min,War Dogs,movie,http://www.wardogsthemovie.com/,"Stephen Chin (screenplay), Todd Phillips (screenplay), Jason Smilovic (screenplay), Guy Lawson (Rolling Stone article ""Arms and the Dudes"")",2016,tt2005151,7.1,"142,774",,0.71,0.6,0.57
"Markees Christmas, Craig Robinson, Carla Juri, Patrick Güldenberg",3 wins & 9 nominations.,"$88,932 ","Germany, USA",,Chad Hartigan,,"Comedy, Drama, Romance","German, English",75,"Morris is a 13-year-old African-American who moves to Heidelberg with his dad, who coaches professional soccer. The film explores Morris's attempts to fit in with German kids. He falls for a girl at a youth club and she encourages him to open up a little and share his rapping.",https://m.media-amazon.com/images/M/MV5BNDgyMzU5MTc2Ml5BMl5BanBnXkFtZTgwMTYwNzcxOTE@._V1_SX300.jpg,A24 and DIRECTV,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",19-Aug-16,TRUE,91 min,Morris from America,movie,http://morrisfromamerica-movie.com/,Chad Hartigan,2016,tt3652862,6.2,"4,437",,0.62,0.87,0.75
"Charlton Heston, Jack Hawkins, Haya Harareet, Stephen Boyd",Won 11 Oscars. Another 17 wins & 13 nominations.,,USA,13-Sep-05,William Wyler,,"Adventure, Drama, History",English,90,"Judah Ben-Hur lives as a rich Jewish prince and merchant in Jerusalem at the beginning of the 1st century. Together with the new governor his old friend Messala arrives as commanding officer of the Roman legions. At first they are happy to meet after a long time but their different politic views separate them. During the welcome parade a roof tile falls down from Judah's house and injures the governor. Although Messala knows they are not guilty, he sends Judah to the galleys and throws his mother and sister into prison. But Judah swears to come back and take revenge.",https://m.media-amazon.com/images/M/MV5BNjgxY2JiZDYtZmMwOC00ZmJjLWJmODUtMTNmNWNmYWI5ODkwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,MGM,G,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '90/100'}]",29-Jan-60,TRUE,212 min,Ben-Hur,movie,,"Lew Wallace (novel), Karl Tunberg (screenplay)",1959,tt0052618,8.1,"193,571",,0.81,0.86,0.9
"Werner Herzog, Leonard Kleinrock, Bob Kahn, Danny Hillis",2 wins & 1 nomination.,"&pound;594,452",USA,22-Nov-16,Werner Herzog,,Documentary,English,76,Werner Herzog's exploration of the Internet and the connected world.,https://m.media-amazon.com/images/M/MV5BNzg1NTQ0MjYwNl5BMl5BanBnXkFtZTgwMjk1NjYwOTE@._V1_SX300.jpg,Saville Productions,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '76/100'}]",19-Aug-16,TRUE,98 min,"Lo and Behold, Reveries of the Connected World",movie,http://www.loandbeholdfilm.com/,,2016,tt5275828,7.1,"9,852",,0.71,0.93,0.76
"Rüdiger Klink, Burghart Klaußner, Andrej Kaminsky, Jörg Schüttauf",13 wins & 10 nominations.,"$277,636 ",Germany,,Lars Kraume,,"Biography, Drama, Thriller","German, English, Yiddish, Spanish",61,The story of the man who brought high-ranking German Nazi criminal Adolf Eichmann to justice.,https://ia.media-imdb.com/images/M/MV5BMjM1MDc1Nzg0NV5BMl5BanBnXkFtZTgwMzU5NzQzOTE@._V1_SX300.jpg,Westdeutscher Rundfunk,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",1-Oct-15,TRUE,105 min,The People vs. Fritz Bauer,movie,http://www.derstaatgegenfritzbauer.de/,"Lars Kraume (screenplay), Olivier Guez (screenplay)",2015,tt4193400,7.1,"2,981",,0.71,0.86,0.61
"Sean Gallagher, Billy Geraghty, Hywel Morgan, Deborah Sheridan-Taylor",,,UK,16-Sep-04,Ryan Lee Driscoll,,Thriller,English,,,https://images-na.ssl-images-amazon.com/images/M/MV5BNzYyODkzNTU0MV5BMl5BanBnXkFtZTcwNzU2OTcyMQ@@._V1_SX300.jpg,,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",19-Mar-02,TRUE,90 min,Making a Killing,movie,,Ryan Lee Driscoll,2002,tt0319792,6,61,,0.6,-1,-1
"John Gauntner, Philip Harper, Kosuke Kuji, Chizuru Doi",,,"Japan, USA",,Mirai Konishi,,Documentary,"English, Japanese, Japanese",48,"Discover the art of sake. An age-old staple of Japanese culture and cuisine, the fermented rice wine has recently been winning fans all over the world. Kampai! For the Love of Sake journeys...",https://images-na.ssl-images-amazon.com/images/M/MV5BNzBmZTg1YTYtODU5Mi00MGYwLTk2OTgtNDliODc3OTA2YjhlXkEyXkFqcGdeQXVyMDYxMTUwNg@@._V1_SX300.jpg,,,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Metacritic', 'Value': '48/100'}]",18-Aug-16,TRUE,95 min,Kampai! For the Love of Sake,movie,,,2015,tt4255622,6.8,5,,0.68,-1,0.48
"Aaron Paul, Lena Headey, Sean Bean, Adrian Bouchet",2 nominations.,"&pound;233,569","Japan, USA",4-Oct-16,Takeshi Nozue,,"Animation, Action, Adventure","English, Japanese, Chinese",35,"The magical kingdom of Lucis is home to the hallowed Crystal, but the menacing empire of Niflheim will stop at nothing to make it theirs. War has raged between the two for as long as most can remember. King Regis of Lucis commands an elite force of soldiers dubbed the Kingsglaive. Wielding their king's magic, Nyx Ulric and his fellow glaives stand before the crown city of Insomnia, fighting to stay the inexorable advance of Niflheim's imperial army. Before the overwhelming military might of the empire, King Regis can only salvage his kingdom by accepting an ultimatum-he must cede all lands outside the crown city, and see his son, Prince Noctis, wed to Lady Lunafreya, the former princess of Tenebrae now captive of Niflheim. As the war of wills rages, the machinations of Niflheim transform Insomnia into an awe-inspiring battleground, pulling Nyx into a struggle for the very survival of the kingdom.",https://m.media-amazon.com/images/M/MV5BOTEwNzMxNTU5M15BMl5BanBnXkFtZTgwMzMyMjg3OTE@._V1_SX300.jpg,Square Enix Company,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",9-Jul-16,TRUE,110 min,Kingsglaive: Final Fantasy XV,movie,,Takashi Hasegawa,2016,tt5595168,6.8,"17,633",,0.68,0.12,0.35
"Josh Duhamel, W. Earl Brown, Ernie Hudson, Winter Ave Zoli",,,USA,18-Oct-16,Brett Rapkin,,"Comedy, Drama",English,35,Story of former MLB pitcher Bill 'Spaceman' Lee following his release by the Montreal Expos.,https://m.media-amazon.com/images/M/MV5BMmZlNDRmNGEtMTJmZC00Yjg5LTg0ODEtNTIzMGFhNjk1ZDk0XkEyXkFqcGdeQXVyODg2MTYxNQ@@._V1_SX300.jpg,Podium Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '0%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",19-Aug-16,TRUE,90 min,Spaceman,movie,,Brett Rapkin,2016,tt2262518,5.4,436,,0.54,0,0.35
"Natalie Portman, Gilad Kahana, Amir Tessler, Moni Moshonov",2 nominations.,"$569,381 ","Israel, USA",28-Mar-17,Natalie Portman,,"Biography, Drama, Mystery",Hebrew,55,"Based on the international best-seller by Amos Oz, A TALE OF LOVE AND DARKNESS is the story of his youth, set against the backdrop of the end of the British Mandate for Palestine and the early years of the State of Israel. The film details the young man's relationship with his mother and his beginnings as a writer, while looking at what happens when the stories we tell, become the stories we live.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjIyNzk2MTY0Ml5BMl5BanBnXkFtZTgwMzExNTA2OTE@._V1_SX300.jpg,Focus World,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",19-Aug-16,TRUE,95 min,A Tale of Love and Darkness,movie,http://www.focusfeatures.com/loveanddarkness,"Natalie Portman (screenplay by), Amos Oz (based on the book by)",2015,tt1135989,6,"2,411",,0.6,0.69,0.55
,9 wins & 6 nominations.,"$10,395 ","Peru, USA, UK",,"Heidi Brandenburg, Mathew Orzel",,Documentary,Spanish,71,An indigenous environmental activist takes on the large businesses that are destroying the Amazon.,https://images-na.ssl-images-amazon.com/images/M/MV5BZGY1OTU1ZGMtNjNlNS00MTExLTkxM2YtNDI2Y2FhZWIxNmVmXkEyXkFqcGdeQXVyMzI5MTg4NTc@._V1_SX300.jpg,Yachaywasi Films,,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",22-Jan-16,TRUE,103 min,When Two Worlds Collide,movie,http://www.whentwoworldscollidemovie.com/,,2016,tt5278932,7.8,274,,0.78,0.91,0.71
